id,stratum,doi_r,doi_o,A,B,has_fulltext,claude_verdict,claude_own_outcome,claude_confidence,claude_evidence_basis,claude_reasoning,claude_quote,claude_correct_original,codex_verdict,codex_own_outcome,codex_confidence,codex_evidence_basis,codex_reasoning,codex_quote,codex_correct_original,consensus
orig-088,original,10.3389/fgene.2020.00827,,mo,ours,False,mo,n/a,high,packet_abstract_only,"The replicated GWAS found a genome-wide significant PNPLA2 locus (rs61876744) and a suggestive MAML2 signal; that is McComish et al. 2019 (JAMA Ophthalmology), whose four white cohorts are meta-analysed. Li et al. 2011 reported a different locus (RAB3GAP1).","A recent genome-wide association study (GWAS) identified a genome-wide significant locus for KC in the region of PNPLA2 (rs61876744), as well as a suggestive signal in the MAML2 (rs10831500) locus.",,mo,n/a,high,web_fulltext,"The replication paper explicitly attributes the PNPLA2 and MAML2 findings under examination to McComish et al. (2019). Those loci are reported in Answer A’s study, whereas the 2011 study in Answer B investigated a different GWAS signal.","Recently, McComish et al. performed a GWAS study of four independent cohorts of white patients with KC.","McComish et al. (2019), “Association of Genetic Variation With Keratoconus,” doi:10.1001/jamaophthalmol.2019.5293",mo
orig-089,original,10.1371/journal.pone.0086462,,mo,ours,False,both,n/a,medium,web_fulltext,"The Discussion names Jovanovic et al. [1] (2005) as the original findings replicated, including transfer of inhibition; the abstract's replicated claim that transfer requires contingency awareness is also the subject of Jovanovic et al. 2006 (ref [21], cited alongside [1]). Both are studies the paper genuinely re-tests.",Here we replicated the original findings of Jovanovic et al. [1] by demonstrating (1) transfer of conditioned inhibition in a human fear-potentiated startle paradigm and (2) that fear inhibition is dependent on expectancy,,mo,n/a,high,web_fulltext,The paper explicitly identifies Jovanovic et al. [1] as the source of the original paradigm and says it replicated that study’s original findings. Reference [1] is the 2005 paper named in Answer A; the 2006 paper in Answer B is reference [21] and provides additional prior evidence about contingency awareness.,Here we replicated the original findings of Jovanovic et al. [1] by demonstrating (1) transfer of conditioned inhibition in a human fear-potentiated startle paradigm,,split
orig-090,original,10.1371/journal.pone.0263879,,ours,mo,False,mo,n/a,medium,web_fulltext,"Experiment 1 conceptually replicates prior findings of real-time sensitivity to strong islands, cited as [11, 13, 14], with Stowe's filled-gap study [11] as the central example. Phillips (2006) is cited [19] for evidence that active dependency formation IS attempted in some subject islands, i.e., a qualification rather than the replicated finding.","Previous studies on active-dependency formation have shown that readers integrate their grammatical knowledge of strong islands in real time ... [ 11 ,  13 ,  14 ] (see also [ 19 ] and references cited therein). Our results support these findings",,mo,n/a,high,web_fulltext,"The paper presents Experiment 1 as a conceptual replication of earlier strong-island findings and specifically describes Stowe’s 1986 filled-gap experiment as evidence that readers suppress gap prediction inside strong islands. Phillips (2006) is cited only for a contrasting special case involving subject islands with possible parasitic gaps, not as the principal study being re-tested.",Stowe’s filler-gap study [11] did not show evidence for an increase in reading disruption for the noun phrase “Greg’s older brother”,,mo
orig-091,original,10.1038/s41598-021-91976-9,,mo,ours,False,both,n/a,medium,web_fulltext,"The paper replicates two literatures: the eyes-closed > eyes-open increase in visual/non-visual RSFC in sighted people (refs 16,18,21,25,26, where Agcaoglu et al. 2019 is ref 25), and lower RSFC in congenitally blind people (refs 41-52, including Burton, Snyder & Raichle 2014 as ref 47). Both answers name a study whose finding the paper explicitly says it replicated. Neither is the only original.","In summary, the results of the present study replicate those of previous studies in the normally sighted population 16, 18, 21, 25, 26 ... we have replicated previous findings of lower RSFC between 'visual' and non-'visual' sensory cortices in congenitally blind individuals relative to normally sighted controls 41 – 52",,both,n/a,high,web_fulltext,"The paper contains two replication components. Study 1 explicitly retests the eyes-open/eyes-closed RSFC effect and cites Agcaoglu et al. (2019), while Study 2 retests lower visual–nonvisual RSFC in congenital blindness and cites Burton et al. (2014) among the prior studies reporting that pattern.",“aimed to replicate the effect of resting state condition on RSFC” … “we replicated the previously observed pattern of lower RSFC”,,both
orig-092,original,10.1167/iovs.08-2382,,ours,mo,False,mo,n/a,medium,web_abstract_or_partial,"The replicated locus is 5q21.2. It overlaps the 5q14.3-q21.1 region that Tang et al. (2005) reported in a large multigeneration pedigree (LOD 3.53), and the paper calls itself the first replication of that region. Li et al. 2006 is a different sib-pair scan, not the source of this locus. I based this on the abstract and on secondary descriptions, not the full text.",This study represents the first KC linkage replication study on the chromosomal region 5q21.2,,mo,n/a,high,web_abstract_or_partial,"The replication paper identifies 5q21.2 as the replicated locus. Tang et al. (2005) originally mapped the overlapping 5q14.3–q21.1 region, whereas Li et al. (2006) reported other chromosome 5 and 14 linkage regions; therefore Answer B names the original study.",This study represents the first KC linkage replication study on the chromosomal region 5q21.2,,mo
orig-093,original,10.3390/ijerph19084912,,ours,mo,False,mo,n/a,high,web_fulltext,"The paper names the 'pioneer study' it replicates as Shek, Li, Zhu and Shek (ref 7), the 2020 IJERPH study on materialism, egocentrism and delinquency. Auerbach et al. 2009 is not the replicated study.","Another contribution of the study is that we replicated the findings of Shek, Li, Zhu and Shek [ 7 ].",,mo,n/a,high,web_fulltext,"The replication paper explicitly identifies Shek, Li, Zhu, and Shek as the prior study whose findings it replicated. Reference 7 is the 2020 article named in Answer B, whereas Auerbach et al. is not identified as the replicated original.","Another contribution of the study is that we replicated the findings of Shek, Li, Zhu and Shek [7].","Shek, Li, Zhu, and Shek (2020), “Concurrent and Longitudinal Predictors of Adolescent Delinquency in Mainland Chinese Adolescents: The Role of Materialism and Egocentrism,” doi:10.3390/ijerph17207662",mo
orig-094,original,10.1080/20473869.2022.2044594,,ours,mo,False,both,n/a,medium,web_fulltext,"The paper says it 'replicated and expanded upon Page and Islam's (2015) study' on personality predictors. It also says it replicated the earlier finding that quality of contact was the strongest predictor, which is McManus et al.'s finding, and it uses their contact and knowledge measures. Both studies' findings are re-tested. Page & Islam is the main template.","In doing so, we replicated and expanded upon Page and Islam's (2015) study that considered many but not all of the same variables in Australia.",,mo,n/a,high,web_fulltext,"The introduction explicitly states that the authors replicated and expanded Page and Islam’s 2015 Australian study. McManus et al. supplied measures and prior findings, but the paper identifies Page and Islam as the study being replicated.","In doing so, we replicated and expanded upon Page and Islam’s (2015) study that considered many but not all of the same variables in Australia.","Page SL; Islam MR (2015), “The role of personality variables in predicting attitudes toward people with intellectual disability: An Australian perspective,” doi:10.1111/jir.12180",split
orig-095,original,10.1007/s10763-023-10368-9,,ours,mo,True,mo,n/a,high,packet_fulltext,The paper uses the research tools of Iannone et al. (2020) and deploys them in the Czech Republic. RQ2 compares its results with that study. Iannone & Simpson is cited only as another earlier intervention study.,"We employ the research tools of (Iannone et al., 2020) and deploy them in a country with a strong oral assessment culture—the Czech Republic.",,mo,n/a,high,packet_fulltext,"The paper repeatedly and explicitly identifies Iannone et al. (2020) as the original study, states that its research tools were reused, and calls it the study replicated here. It distinguishes the earlier Iannone and Simpson study from the 2020 study by saying that the latter, second intervention study is the one being replicated, so Answer B is correct.","The results of the second study—which is the one replicated in this paper—are of particular interest, and we summarise those in some detail. In Iannone et al. (2020), OPA was introduced as a high-stake assessment for two third-year modules in a financial mathematics degree in a university in the UK, a non-oral assessment culture.","The impact of high stakes oral performance assessment on students' approaches to learning: A case study — Paola Iannone, Christoph Czichowsky, and Johannes Ruf (2020), DOI: 10.1007/s10649-020-09937-4",mo
orig-096,original,10.3390/cells11203242,,ours,mo,False,mo,n/a,high,web_fulltext,"The discussion says the paper replicated its authors' earlier posterior-hippocampus results. That is ref 14, Schmitt et al. 2009 (Acta Neuropathol). The other 2016 study it builds on (ref 16) is Falkai et al. 'Decreased oligodendrocyte and neuron number in anterior hippocampal areas', not the Front Cell Neurosci density paper named in Answer A.",we detected a decreased number and density of oligodendrocytes in CA4 in both hemispheres in schizophrenia and thus replicated our previous results in the posterior hippocampus [ 14 ] and expanded our findings from the anterior and whole hippocampus [ 16 ],,mo,n/a,high,web_fulltext,"The discussion explicitly says the study replicated its earlier findings from the posterior hippocampus, cited as reference 14. Reference 14 is Schmitt et al. (2009), “Stereologic investigation of the posterior part of the hippocampus in schizophrenia,” whereas the paper distinguishes later anterior/whole-hippocampus findings as extensions.",we detected a decreased number and density of oligodendrocytes in CA4 in both hemispheres in schizophrenia and thus replicated our previous results in the posterior hippocampus [14],,mo
orig-097,original,10.1109/compsac.2013.82,,mo,ours,False,mo,n/a,high,packet_abstract_only,"The replication shares its first author with Ramler, Winkler & Schmidt (SEAA 2012). That study compared random test generation with 60-minute manual unit testing by students, which is exactly the setup the abstract says it varied. Ciupa et al. 2008 is a different comparison of manual and random testing.","As variation to the original study, which was based on test results from students performing manual unit testing for 60 minutes, the replication involves professional software developers",,mo,n/a,high,web_abstract_or_partial,"The replication describes its original as a study comparing automated random test-case generation with manual unit testing by students under a 60-minute limit. This matches Ramler, Winkler, and Schmidt (2012), whose title and design directly correspond; the Ciupa et al. study instead compared manual testing, Random+, and user reports.","As variation to the original study, which was based on test results from students performing manual unit testing for 60 minutes, the replication involves professional software developers with several years of industry experience and extends the initial time restriction.",,mo
orig-098,original,10.1038/s41598-022-10647-5,,ours,mo,True,mo,n/a,high,packet_fulltext,"The replicated pre/post-stimulus theta phase effect in visual search is cited as ref 20, and the paper uses the 'same task as in 20'. The paper's Table 1 describes ref 20 as a visual-search TMS-over-V1 plus EEG study, which is Dugué, Marque & VanRullen 2015 (JoCN). The 2011 JNeurosci paper is about phosphene perception, not visual search.","Particularly, it was shown that the pre-and post-stimulus phase of theta oscillations (4-8 Hz) distinguished correct from incorrect trials 20",,ours,n/a,high,packet_fulltext,"The replication paper identifies reference 20 as the prior study whose visual-search task and pre-/post-stimulus phase effects it replicates. In the paper’s study table, reference 20 is the Dugué et al. experiment combining EEG phase dependence with TMS modulation of V1, which corresponds to the 2011 Journal of Neuroscience paper in Answer A, whereas the 2015 paper is a different behavioral study.","We first replicated previous results showing that pre-stimulus phase 20,32,[55][56][57][58][59][60][61][62][63] and post-stimulus phase-locking across trials 20,64,65 of low-frequency oscillations predict successful task performance (same task as in 20).","Dugué, Marqué, and VanRullen (2011), “The phase of ongoing oscillations mediates the causal relation between brain excitation and visual perception,” doi:10.1523/JNEUROSCI.1161-11.2011",split
orig-099,original,10.1007/s00426-025-02211-3,,ours,mo,True,mo,n/a,medium,packet_fulltext,"Experiments 1A and 1B are closely modelled on Langton et al. (2008, Study 1), and the failure to replicate refers to that study's finding that irrelevant faces capture attention. Keys et al. 2021 is discussed as a conflicting result for Experiment 2, but that experiment departs from its design (uncued targets), so it is at most a secondary comparison.",since the paradigm we implemented was closely modelled on the one used by Langton et al. (2008) who found slower reaction times when an irrelevant face was present,,mo,n/a,high,packet_fulltext,"The paper explicitly states that Experiments 1A and 1B adapted Langton et al.’s Study 1 and later describes its paradigm as closely modeled on that study. Keys et al. (2021) motivates the illusory-face question, but the present target-search design differs materially and is not identified as a direct replication of Keys et al.","In the first two experiments, we used a modified version of the visual search task used by Langton et al. (2008, Study 1) in which we asked participants to search for a butterfly amongst a circular display of six items.","Langton, Law, Burton, & Schweinberger (2008), “Attention capture by faces,” doi:10.1016/j.cognition.2007.07.012",mo
orig-100,original,10.70923/001c.72403,,ours,mo,False,both,n/a,high,web_fulltext,"The paper replicates the dual-laser experiment as reported in Letts et al. [7,8]. Ref 7 is Hagelstein, Letts & Cravens 2010 (JCMNS), whose protocol the paper closely replicates. Ref 8 is Letts 2015 (Current Science), whose claims and conclusions it tests. Both answers name reports of the same original experiment.",Our experimental procedure was designed to closely replicate the protocol described in Letts JCMNS 2010 ... Letts claimed a 95% replication rate of AHE by following his protocol [8].,,both,n/a,high,web_fulltext,"The paper identifies the dual-laser experiment through references [7] and [8], which correspond exactly to Answers A and B. It closely replicated the 2010 protocol and also directly tested the 2015 claim that the effect was highly reproducible, so both are genuine originals re-tested.","The dual-laser experiment (DLE) published by Dennis Letts [7,8]",,both
orig-101,original,10.1186/ar4504,,mo,ours,False,mo,n/a,high,web_fulltext,"The four SNPs tested (rs12081765, rs1532269, rs17301249, rs7305646) come from Plant et al.'s 2011 GWAS, and the paper states its aim as assessing them. Liu et al. 2008 is a different GWAS with different variants.",The aim of our study was to assess the role of the four genetic variants identified by Plant et al. [ 8 ] with regard to their association with response to TNFi,,mo,n/a,high,web_fulltext,"The introduction explicitly identifies Plant et al. (2011) as the source of the four variants tested in this replication. Liu et al. (2008) is cited only as another GWAS in this research area, not as the study whose findings are being retested.",The aim of our study was to assess the role of the four genetic variants identified by Plant et al.,,mo
orig-102,original,10.1186/ar2423,,ours,mo,False,mo,n/a,high,web_fulltext,"The RHOB/TXNDC3 association was first reported by Mahr et al. (the paper misspells it as 'Marh and coworkers', ref 7) in German Caucasians. Loughlin et al. 2007 is the earlier UK replication that failed to find it. The paper's own replication targets the original association.","Marh and coworkers [ 7 ] examined regulatory polymorphisms in the 5' regions of the genes ... and they found positive association for RHOB and TXNDC3 in European Caucasians living in Germany. ... However, a replication study in the UK found no association",,mo,n/a,high,web_fulltext,"The introduction attributes the initial positive RHOB and TXNDC3 associations to Mahr et al. (2006), making Answer B the original study. It explicitly describes Loughlin et al. (2007) as a subsequent UK replication study that found no association.",“Marh and coworkers [7] ... found positive association for RHOB and TXNDC3 in European Caucasians living in Germany.”,"Mahr et al. (2006), “Cis- and trans-acting gene regulation is associated with osteoarthritis,” doi:10.1086/503849",mo
orig-103,original,10.1371/journal.pone.0332478,,mo,ours,True,ours,n/a,medium,packet_fulltext,This paper re-analyses the same MRI data as Salman et al.'s 2025 replication study to test whether that study's finding (reduced thalamic susceptibility) holds across processing and analysis pipelines. Rudko et al. 2014 was the original of that earlier replication and appears here only as background.,the present study followed up on the replication study [37] with a comprehensive investigation of the robustness of the finding of reduced thalamic susceptibility. This study aimed to both confirm the robustness of the replication study's findings,,mo,n/a,high,packet_fulltext,"The paper identifies Rudko et al. (2014) as the original study whose reported increase in thalamic susceptibility was replicated and challenged. Salman et al. (2025) is the intervening replication study that the present methodological follow-up tests for robustness, not the original study.","Salman et al. [37] recently replicated the 2014 study by Rudko et al., one of the two QSM studies reporting increased thalamic susceptibility in pwMS.","Rudko et al. (2014), “Multiple sclerosis: improved identification of disease-relevant changes in gray and white matter by using susceptibility-based MR imaging,” doi:10.1148/radiol.14132475",split
orig-104,original,10.1515/cti-2022-0032,,mo,ours,False,mo,n/a,high,web_fulltext,"The research question is whether the factor structure of the SUMS inventory as originally proposed by Treagust et al. (2002) can be replicated in German, and the first model replicates that structure. Lazenby & Becker (2021) is cited as an earlier replication attempt that failed.","Can the factor structure of the SUMS inventory, as originally proposed by Treagust et al. (2002), be replicated in a translated (German) version?",,mo,n/a,high,web_fulltext,"The paper explicitly asks whether the original SUMS factor structure proposed by Treagust et al. (2002) can be replicated in German and states that its first tested model reproduces that structure. Lazenby and Becker is discussed as a prior unsuccessful replication, not as the original study targeted here.","Can the factor structure of the SUMS inventory, as originally proposed by Treagust et al. (2002), be replicated in a translated (German) version?","Treagust, David F.; Chittleborough, Gail; Mamiala, Thandi L. (2002), “Students' understanding of the role of scientific models in learning science,” DOI: 10.1080/09500690110066485",mo
orig-105,original,10.1001/archpsyc.1996.01830080033007,,ours,mo,False,mo,n/a,medium,web_abstract_or_partial,"The paper's full title is 'Replication of the Stockholm Adoption Study of alcoholism: Confirmatory cross-fostering analysis', and it reuses the discriminant-analysis classification from the original to test type 1/type 2 heritability in adopted men. That is the 1981 cross-fostering analysis of adopted men (B). Answer A is a 1985 book chapter on psychopathology in adopted-out children, a secondary report of the Stockholm cohort, not the cross-fostering analysis being confirmed.",The genetic and environmental backgrounds of the adoptees were classified by the exact procedures calibrated by discriminant analysis in the original study.,"Cloninger, Bohman & Sigvardsson (1981), Inheritance of alcohol abuse: cross-fostering analysis of adopted men, doi:10.1001/archpsyc.1981.01780330019001",both,n/a,medium,web_abstract_or_partial,"Both answers are reports of the same original Stockholm Adoption Study that the Gothenburg study re-tested. Answer B is the initial 1981 male-adoptee cross-fostering analysis, while Answer A is a 1985 synthesis of the Stockholm male and female cohorts and the same two-type finding; the rubric permits both when they are reports of the same genuinely re-tested study.",Two forms of alcoholism with distinct clinical features and mode of inheritance were first distinguished in the Stockholm Adoption Study.,,split
orig-106,original,10.1002/bdr2.1773,,ours,mo,True,mo,n/a,high,packet_fulltext,"The introduction says the aim is to replicate the findings of the previous European (EUROCAT) study on maternal risk factors for VACTERL (Van de Putte 2019), i.e., ART, pregestational diabetes and CLOPD. Czeizel & Ludanyi 1985 is only cited as background for primiparity, which is an additional factor rather than the replicated finding.","Therefore, the aim of this study was to replicate the findings of the previous European study on maternal risk factors for VAC-TERL (Van de Putte, 2019) in a Dutch study population",,both,n/a,high,packet_fulltext,"The paper explicitly identifies the 2019 European study in Answer B as the previous study whose maternal-risk-factor findings it aimed to replicate. It also specifically re-tests the primiparity finding from Czeizel and Ludányi (1985), named in Answer A, and states that it replicated that finding; therefore both qualify as originals genuinely re-tested.","Therefore, the aim of this study was to replicate the findings of the previous European study on maternal risk factors for VACTERL (Van de Putte, 2019) in a Dutch study population and to investigate additional maternal risk factors associated with VACTERL in offspring. ... In other studies, primiparity was identified as a risk factor for VACTERL (Czeizel & Ludanyi, 1985) ... We were able to replicate the finding for the VACTERL association in the current study.",,split
orig-107,original,10.1002/jae.2850,,mo,ours,False,both,n/a,medium,packet_abstract_only,"The paper replicates Chudik, Kapetanios & Pesaran's OCMT results as published in Econometrica 2018 (B). Answer A is the Dallas Fed working-paper version of the same study with the same title and authors, so both name the same original work. B is the exact published version the paper cites.","Chudik, Kapetanios, & Pesaran (Econometrica 2018, 86, 1479-1512) propose a one covariate at a time, multiple testing (OCMT) approach","Chudik, Kapetanios & Pesaran (2018), Econometrica 86, 1479-1512, doi:10.3982/ecta14176",ours,n/a,high,web_abstract_or_partial,"The publisher abstract explicitly identifies Chudik, Kapetanios, and Pesaran’s 2018 Econometrica article, volume 86, pages 1479–1512, as the work being replicated. Answer B gives that published article’s DOI, 10.3982/ECTA14176, whereas Answer A gives a working-paper DOI.",We offer a narrow replication of their key OCMT results based on the Stata software instead of the original MATLAB routines.,,split
orig-108,original,10.1002/jeab.567,,ours,mo,True,mo,n/a,medium,packet_fulltext,"The paper tests whether longer extinction exposure reduces resurgence, a finding it attributes chiefly to the 'now seminal' Leitenberg, Rawson & Mulick (1975) study, which it describes in detail and whose clinical implications motivate the study. Sweeney & Shahan (2013) is cited only in a list of supporting laboratory studies, and the model predictions come from Shahan & Sweeney 2011. Still, the replication is a clinical translation of a general finding rather than a direct replication of one paper.","For example, in a now seminal study, Leitenberg et al. examined the resurgence of food seeking in rats following 3, 9, or 27 days of extinction and observed less resurgence following 27 days of extinction than after 3 or 9 days.",,both,n/a,high,packet_fulltext,"The paper sets out to replicate the laboratory finding that longer exposure to extinction reduces resurgence, and it explicitly identifies both Leitenberg et al. (1975) and Sweeney and Shahan (2013) among the laboratory studies supporting that finding. Leitenberg et al. is treated as the seminal example, but Sweeney and Shahan also directly tested the same time-in-extinction effect that the replication re-tests, so both answers qualify.","Multiple laboratory studies have now shown that the amount of time spent with extinction arranged for target responding during Phase 2 of the three-phase progression to be an important predictor of the resurgence effect in Phase 3 (Leitenberg, Rawson, & Mulick, 1975; Quick, Pyszczynski, Colston, & Shahan, 2011; Sweeney & Shahan, 2013; see also, Fisher, Greer, Fuhrman, Saini, & Simmons, 2018; Lichtblau, Greer, & Fisher, in press; Wacker et al., 2011).",,split
orig-109,original,10.1002/mpr.251,,ours,mo,False,mo,n/a,high,packet_abstract_only,"The abstract says the aim is to replicate smoker profiles identified in 'Batra et al. (in press)', and those profiles are reported in the 2008 JSAT paper on multidimensional smoker profiles by the same group (B). Answer A is a 2004 German textbook on smoking cessation, not the cluster-analysis study.",The objectives of this study were to replicate smoker profiles identified in Batra et al. (in press),"Batra, Collins, Torchalla, Schröter & Buchkremer (2008), Multidimensional smoker profiles..., J Subst Abuse Treat, doi:10.1016/j.jsat.2007.08.006",mo,n/a,high,web_abstract_or_partial,"The replication paper explicitly identifies its target as the smoker profiles from “Batra et al. (in press).” Bibliographic records resolve that citation to Batra et al.'s 2008 article, “Multidimensional smoker profiles and their prediction of smoking following a pharmacobehavioral intervention,” DOI 10.1016/j.jsat.2007.08.006, which is Answer B.",The objectives of this study were to replicate smoker profiles identified in Batra et al. (in press),,mo
orig-110,original,10.1002/mrm.29947,,ours,mo,False,mo,n/a,medium,web_fulltext,"The methods reproduce specific figures from Bauman & Bieri 2020 (Figure 3 of Ref 4) and Bieri, Pusterla & Bauman 2023 (Figure 4 of Ref 5), which are the bSTAR papers listed in B. The 0.55 T paper in A is cited only as a recent demonstration at 0.55 T. According to the full text, none of its figures is reproduced.",scanned with WASP and SP patterns to reproduce Figure 3 of Ref 4,,mo,n/a,high,web_fulltext,"The paper explicitly says it replicates bSTAR imaging from references 4 and 5, which are the two studies listed in Answer B. It reproduces Figure 3 from reference 4 and Figure 4 from reference 5; Answer A is reference 6, described only as a recent 0.55-T demonstration.",This paper is a summary of our experience in replicating bSTAR imaging⁴˒⁵ using open-source frameworks as a response to the 2023 ISMRM Challenge.,,mo
orig-111,original,10.1007/s00125-017-4405-1,,mo,ours,True,both,n/a,medium,packet_fulltext,"The paper tests 39 fasting-glucose and 17 fasting-insulin loci cited as [5,6], which are Dupuis 2010 and Manning 2012 (A). The index SNPs and effect estimates it replicates come from the European Metabochip analysis of Scott et al. 2012 [11] (B), as Table 2's title makes explicit. Both answers name GWAS reports whose associations are re-tested.",Replication of European Metabochip index SNPs for 39 fasting glucose and 17 fasting insulin loci via transethnic meta-analysis,,both,n/a,high,packet_fulltext,"The paper explicitly says the 39 fasting-glucose and 17 fasting-insulin loci available for replication came from references [5,6], which are the Dupuis et al. (2010) and Manning et al. (2012) studies in Answer A. It also directly retests the European Metabochip index associations from Scott et al. (2012), the study in Answer B: Table 2 is titled “Replication of European Metabochip index SNPs,” and the paper defines the European index as the most significant SNP from Scott et al. Thus both answers identify studies whose reported associations are re-tested.","Among the 39 fasting glucose loci and 17 fasting insulin loci [5,6] that were available for replication, 15 loci included not only the index SNP but also denser coverage of SNPs on the Metabochip that could be utilised for fine-mapping.",n/a,both
orig-112,original,10.1007/s00426-021-01593-4,,mo,ours,False,mo,n/a,medium,web_fulltext,"The paper conceptually replicates studies linking cardiac interoceptive accuracy to arousal ratings of emotional pictures: Herbert 2007/2010, Pollatos 2005/2007a/b and Wiens 2000. Pollatos et al. 2005 (A) is one of these. Schandry 1981 (B) is cited as the source of the heartbeat-tracking task, 'the original study' of the task, not as the finding re-tested with IAPS picture ratings.","Another study found an association of similar magnitude between heartbeat perception score and mean arousal score (Pollatos et al., 2005)",,mo,n/a,high,web_fulltext,"The paper specifically identifies Pollatos et al. (2005) among the earlier picture-rating studies whose reported association between cardiac interoceptive accuracy and arousal it conceptually re-tests. Schandry (1981) is cited primarily as the source of the heartbeat-tracking task, rather than as the target study for this picture-rating replication.","Another study found an association of similar magnitude between heartbeat perception score and mean arousal score (Pollatos et al., 2005)",,mo
orig-113,original,10.1016/j.jad.2020.07.098,,mo,ours,False,mo,n/a,low,web_abstract_or_partial,"The paper tests a 'previously developed data mining algorithm' predicting future MD episodes from baseline clinical characteristics. That matches the van Loo/Kendler elastic-net Cox recurrence models built in the Virginia twin sample (van Loo et al. 2015 and 2018; A is the 2018 version, which built the models for both sexes). Kessler et al. 2016 (B) is a different WMH machine-learning model for persistence and severity. I could not access the full text to confirm which paper the model is taken from.",This study assesses the performance of a previously developed data mining algorithm to predict future episodes of MD based on clinical information in new data.,,mo,n/a,high,web_fulltext,"The replication paper explicitly identifies van Loo et al. (2018) as the study in which the tested recurrence-prediction model was developed. It then applies that model to two independent test samples, making Answer A the original study and not the Kessler et al. paper in Answer B.","In a recently published study, we developed a prediction model for recurrence of MD in an attempt to address these previous limitations (van Loo et al., 2018).","van Loo, Aggen, Gardner, and Kendler (2018), “Sex similarities and differences in risk factors for recurrence of major depression,” doi:10.1017/S0033291717003178",mo
orig-114,original,10.1016/s0022-3956(96)00061-1,,mo,ours,True,mo,n/a,medium,packet_fulltext,"The replication re-tests the claimed association between thyroid abnormalities and ADHD, whose positive evidence is Weiss et al. 1993 (a higher prevalence of thyroid abnormalities in 277 ADHD children than in controls), following Hauser et al. 1993. Spencer et al. 1995 is itself a later non-confirmation, which the present study says it supports, so it is not the original.","Weiss ct al. (1993). in a study of 277 ADHD children, reported a higher prevalence of thyroid abnormalities in the ADHD group (5.4%) as compared to the normal controls ( < 1%). However, these findings could not be confirmed in later works by Elia ctal. (1994) and Spcnccr ct al. (1995)",,both,n/a,high,packet_fulltext,"The paper frames its study as another direct test of the same ADHD–thyroid-function association examined by Weiss et al. (1993), whose positive finding it challenges, and by Spencer et al. (1995), whose null finding it supports. Because the introduction explicitly situates both studies as the conflicting prior tests motivating this replication and the discussion compares the new results with Spencer et al., both listed studies are genuine originals re-tested by the paper.","Weiss et al. (1993), in a study of 277 ADHD children, reported a higher prevalence of thyroid abnormalities in the ADHD group (5.4%) as compared to the normal controls (< 1%). However, these findings could not be confirmed in later works by Elia et al. (1994) and Spencer et al. (1995) in 53 and 132 ADHD children, respectively.",,split
orig-115,original,10.1017/s0142716412000501,,ours,mo,True,mo,n/a,medium,packet_fulltext,"The research questions address 'the replication of Ellis and Sagarra (2010b)', the Latin blocking experiment with adverb-pretraining, verb-pretraining and control groups. That design matches 'The bounds of adult language acquisition' (SSLA 2010; B). Ellis & Sagarra 2011 (A) is discussed as an extension with a fuller verb paradigm, not the study being replicated.",The first set concerns the replication of Ellis and Sagarra (2010b).,,mo,n/a,high,packet_fulltext,"The paper explicitly identifies its first three research questions as a replication of Ellis and Sagarra (2010b), corresponding to “The bounds of adult language acquisition.” It describes the 2011 study as an extension of that earlier paradigm, not as the principal original being replicated.",There are seven detailed research questions. The first set concerns the replication of Ellis and Sagarra (2010b).,,mo
orig-116,original,10.1017/s0272263100015394,,mo,ours,False,both,n/a,medium,packet_abstract_only,"The paper replicates VanPatten & Cadierno (1993), the processing-instruction study of Spanish object pronouns. That single experiment was published in two 1993 reports: Modern Language Journal ('Input processing and second language acquisition: A role for instruction', A) and SSLA ('Explicit instruction and input processing', B). Both answers name reports of the original study.",This study replicates VanPatten and Cadierno (1993) in an attempt to determine whether or not explicit information given to learners receiving processing instruction is responsible for the beneficial effects of instruction.,,ours,n/a,high,web_abstract_or_partial,"The publisher’s abstract explicitly says the paper replicates VanPatten and Cadierno (1993), and its reference list identifies that work as “Explicit Instruction and Input Processing.” The study described there also matches the replication’s sentence-interpretation and production measures and its comparison involving processing instruction.",This study replicates VanPatten and Cadierno (1993) in an attempt to determine whether or not explicit information given to learners receiving processing instruction is responsible.,"VanPatten, B., & Cadierno, T. (1993). Explicit Instruction and Input Processing. DOI: 10.1017/S0272263100011979.",split
orig-117,original,10.1017/s1930297500003144,,mo,ours,False,ours,n/a,high,packet_abstract_only,"The large-scale study re-tests the unconscious thought advantage introduced by Dijksterhuis et al. 2006 (Science), and its own title echoes that paper's title. Nieuwenstein & van Rijn 2012 (A) is the authors' own earlier set of replication failures, not the original finding.",we conducted a meta-analysis and a large-scale replication study (N = 399) that met the conditions deemed optimal for replicating the UTA,,mo,n/a,high,web_fulltext,"The full text identifies Nieuwenstein and Van Rijn (2012) as the direct basis for the large-scale replication. It specifically states that the new study replicated that paper’s first experiment, whereas Dijksterhuis et al. (2006) is treated as a seminal earlier study of the general effect.",the current study replicated the first experiment in Nieuwenstein and Van Rijn,"Nieuwenstein & Van Rijn (2012), “The unconscious thought advantage: Further replication failures from a search for confirmatory evidence,” doi:10.1017/S1930297500003338",split
