doi_r,original_url,result,replication_type,replication_year,replication_title,field,source,validated,confidence,ai_version
10.1080/13554790802032218,https://doi.org/10.1016/j.neuropsychologia.2003.10.009,success,close experiment,2008,Refractory access disorders and the organization of concrete and abstract semantics: Do they differ?,social sciences,,no,high,8.5
10.1080/13554799908415478,https://doi.org/10.1016/0028-3932(94)90145-7,failure,close experiment,1999,Is one hand always better than two? A replication study,social sciences,,no,high,8.5
10.1080/1357650x.2012.683196,https://doi.org/10.1080/13576500342000248,inconclusive,close extension,2013,Modification of the Edinburgh Handedness Inventory: A replication study,social sciences,,no,high,8.5
10.1080/13607863.2011.605055,https://doi.org/10.3109/11038120802684299,success,close experiment,2012,Detection of activity limitations in older adults with MCI or Alzheimer's disease through evaluation of perceived difficulty in use of everyday technology: A replication study,biological sciences,,no,high,8.5
10.1080/1364436x.2020.1826411,,inconclusive,close extension,2020,Differences in children’s concepts of god. A replication study based on creative tasks with different materials,social sciences,,no,high,8.5
10.1080/13803395.2022.2105821,https://doi.org/10.1177/1087054715596577,inconclusive,close extension,2022,Symptom and performance validity in samples of adults at clinical evaluation of ADHD: a replication study using machine learning algorithms,biological sciences,,no,high,8.0
10.1080/13803611.2021.2022316,https://doi.org/10.1080/19345740802114533,success,close extension,2022,Effects of early mathematics intervention for low-SES pre-kindergarten and kindergarten students: a replication study,social sciences,,no,high,8.5
10.1080/13825585.2019.1604941,https://doi.org/10.1177/0956797612443968,success,close extension,2020,Age doesn’t matter much: hybrid visual and memory search is preserved in older adults,social sciences,,no,high,8.5
10.1080/14015430050175941,,success,direct,2000,Do we understand the speech of deaf adolescents?: An evaluation and comparison of the intelligibility in two similar research projects from 1979 and 1995,social sciences,,no,high,8.5
10.1080/14616734.2013.768790,https://doi.org/10.1177/0956797612438265,failure,close experiment,2013,Molecular-genetic correlates of infant attachment: A cautionary tale,social sciences,,no,high,8.5
10.1080/14616734.2016.1181096,https://doi.org/10.1111/desc.1998.1.issue-2,success,close experiment,2016,Parental loss of family members within two years of offspring birth predicts elevated absorption scores in college,social sciences,,no,high,8.5
10.1080/14719037.2017.1295099,https://doi.org/10.1002/pam.2013.32.issue-3,inconclusive,direct or close,2017,Experimental replication: an experimental test of the expectancy disconfirmation theory of citizen satisfaction,social sciences,,partially,,
10.1080/14719037.2019.1679233,https://doi.org/10.1016/j.leaqua.2010.01.006,success,close extension,2021,Leadership behaviours in local government networks: an empirical replication study,social sciences,,no,high,8.5
10.1080/14733140903031119,https://doi.org/10.1177/0143034306073421,success,close extension,2009,"Secondary school students' preferences for location, format of counselling and gender of counsellor: A replication study based in Northern Ireland",social sciences,,no,high,8.5
10.1080/15021149.2016.1231003,https://doi.org/10.5210/bsi.v24i0.5424,success,close experiment,2017,Evaluating effects of cultural consequences on the variability of interlocking behavioral contingencies and their aggregate products,social sciences,,no,high,8.8-base
10.1080/15332276.2018.1525270,https://www.semanticscholar.org/paper/e23556c56ed6d164484f4ea531911490fb59fadf,inconclusive,direct,2017,Teacher perceptions of gifted and talented certification practices in a Southern California school district: A replication study,social sciences,,no,high,8.5
10.1080/15402000701264005,https://doi.org/10.1093/sleep/20.4.278,success,close extension,2007,How Early in Treatment is PAP Adherence Established? Revisiting Night-to-Night Variability,biological sciences,,no,high,8.5
10.1080/15434303.2011.625579,https://revistas.uvigo.es/index.php/vial/article/view/3,success,close,2012,Aspects of validity of a test of productive vocabulary: Lex30,social sciences,"Marsden, Morgan-Short, Thompson & Abugaber (2018), Language Learning 68:2, Appendix S2 anonymised coding sheet; de-anonymised via Appendix S1 reference list | original identified from S2 col-DH citation + S1/web; original_url via VIAL open-access landing page (no DOI)",no,medium,l2-marsden2018-v1
10.1080/15592294.2021.1943864,https://doi.org/10.1159/000509910,success,close experiment,2022,Hypermethylation of the oxytocin receptor gene (OXTR) in obsessive-compulsive disorder: further evidence for a biomarker of disease and treatment response,biological sciences,,no,high,8.5
10.1080/15592294.2022.2158285,https://doi.org/10.1001/jamaneurol.2014.3049,failure,close extension,2023,Leukocyte DNA methylation in Alzheimer´s disease associated genes: replication of findings from neuronal cells,biological sciences,,no,high,8.0
10.1080/1612197x.2019.1637362,https://doi.org/10.1016/j.psychsport.2018.10.003,inconclusive,close extension,2021,Enhanced expectancies in golf putting – a replication study with increased ecological validity,social sciences,,no,high,8.5
10.1080/16501970213231,,success,close extension,2002,Replication and construct validation of the Barrow Neurological Institute screen for higher cerebral function with a Swedish population,biological sciences,,no,high,8.5
10.1080/16506077909456141,https://doi.org/10.1037/h0036814,success,direct,1979,Voluntary Control of Heart Rate: An Extended Replication Study,social sciences,,no,high,8.5
10.1080/17461391.2022.2152731,https://doi.org/10.1080/17461391.2018.1431311,failure,close extension,2023,Revisiting the effect of team passion displayed during national anthems on subsequent success: A replication and extension,social sciences,,no,high,8.5
10.1080/17470210903121655,https://doi.org/10.3758/bf03196557,success,close experiment,2010,Perceptual simulations and linguistic representations have differential effects on speeded relatedness judgements and recognition memory,social sciences,,no,high,8.5
10.1080/17470218.2012.699077,https://doi.org/10.1080/135062899395000,success,direct or close,2013,Familiarity and face processing,social sciences,FReD explorer (Feb 2026 import),yes,,
10.1080/17470218.2014.995110,https://doi.org/10.3758/pbr.16.5.925,failure,close experiment,2015,What can we learn about immediate memory from the development of children's free recall?,social sciences,,no,high,8.5
10.1080/17470218.2016.1165264,https://doi.org/10.1080/17470218.2014.981196,failure,close experiment,2017,Distributional analysis of semantic interference in picture naming,social sciences,,no,high,8.5
10.1080/17470218.2016.1253756,https://doi.org/10.3758/s13428-014-0523-6,inconclusive,close extension,2018,Experience with compound words influences their processing: An eye movement investigation with English compound words,social sciences,,no,high,8.2
10.1080/17470910701563681,https://doi.org/10.1007/s00426-019-01163-9,success,direct or close,2008,Preliminary evidence for deficits in multisensory integration in autism spectrum disorders: The mirror neuron hypothesis,social sciences,,yes,,
10.1080/17470919.2015.1017114,https://doi.org/10.1111/j.1467-9280.2006.01737.x,success,close extension,2015,The late positive potential indexes a role for emotion during learning of trust from eye-gaze cues,social sciences,,no,high,8.5
10.1080/17483100701256388,https://doi.org/10.1023/a:1026060619378,reversal,direct or close,2007,Effects of speech and print feedback on spelling performance of a child with cerebral palsy using a speech generating device,social sciences,,no,,
10.1080/17524032.2024.2407647,https://doi.org/10.1080/17524032.2018.1461672,success,conceptual,2025,The Role of Choice and Descriptive Norms in Attenuating Reactance to BPA Risk Messages: A Conceptual Replication,social sciences,,no,high,8.1
10.1080/17590914.2025.2564628,https://doi.org/10.1016/j.nbd.2018.03.012,success,close extension,2025,"Combined Treatment with Minocycline and an mGluR5 Antagonist Alters Resting EEG Spectral Power, but Not Sound-Evoked Responses, in a Mouse Model of Fragile X Syndrome",biological sciences,,no,high,8.5
10.1080/19439342.2019.1646782,https://doi.org/10.1257/aer.20141346,success,direct or close,2019,Biometric Smartcards and payment disbursement: a replication study of building state capacity in India,social sciences,,partially,,
10.1080/19439342.2019.1666900,https://doi.org/10.1093/qje/qjw025,success,direct,2019,The short-term impact of unconditional cash transfers: a replication study of a randomized controlled trial in Kenya,social sciences,"3ie Replication Paper 20 (doi:10.23846/RPS0020), Wang, Qiu & Luo, Jan 2019; journal version: Journal of Development Effectiveness, doi:10.1080/19439342.2019.1666900. Audited against the 3ie PDF 2026-08-08.",yes,,
10.1080/19439342.2019.1666901,https://doi.org/10.1016/j.jdeveco.2013.11.009,success,direct or close,2019,Thou shalt be given… but how? A replication study and extended cost-effectiveness analysis of a randomized experiment on food assistance in Northern Ecuador,social sciences,,partially,,
10.1080/19439342.2019.1679860,https://doi.org/10.1086/687578,success,direct or close,2019,Improving well-being through mobile money: a replication study in Niger,social sciences,,partially,,
10.1080/19439342.2019.1684343,https://doi.org/10.1257/aer.104.1.183,success,direct or close,2019,"Mobile money, risk sharing, and transaction costs: a replication study of evidence from Kenya’s mobile money revolution",social sciences,,partially,,
10.1080/20473869.2022.2044594,https://doi.org/10.1111/jir.12180,success,close extension,2023,Personality traits predict attitudes toward individuals with intellectual disability,social sciences,,no,high,8.5
10.1080/21567689.2015.1035870,https://doi.org/10.1037/0022-3514.94.4.615,failure,direct,2015,"Secularism, Identity, and Enchantment",social sciences,Curate Science scrape,yes,,
10.1080/21622965.2016.1220860,https://doi.org/10.1080/21622965.2015.1052813,success,direct,2018,Comparison of neuropsychological test scores of high school athletes in high and low contact sports: A replication study,social sciences,,no,high,8.5
10.1080/21642850.2014.916218,https://doi.org/10.1177/0956797610368064,success,conceptual,2014,Collectivism/individualism and its relationship to behavioral and physiological immunity,social sciences,,no,medium,8.5
10.1080/23279095.2018.1480484,https://doi.org/10.1017/s1355617712000240,success,conceptual,2020,Neurobehavioral symptom validity and performance validity in veterans: Evidence for distinct outcomes across data types,social sciences,,no,high,8.5
10.1080/23761407.2017.1288187,https://doi.org/10.1016/0030-5073(76)90016-7,success,close extension,2017,Employees’ Job Satisfaction: A Test of the Job Characteristics Model Among Social Work Practitioners,social sciences,,no,high,8.5
10.1086/259361,https://doi.org/10.2307/3438704,reversal,direct or close,1967,Empirical Evidence on the Incidence of the Corporation Income Tax,social sciences,,partially,,
10.1086/320119,https://doi.org/10.1038/379821a0,success,direct,2001,International Collaboration Provides Convincing Linkage Replication in Complex Disease through Analysis of a Large Pooled Data Set: Crohn Disease and Chromosome 16,biological sciences,,no,high,8.5
10.1086/344659,https://doi.org/10.1001/archpsyc.1996.01830010021004,success,conceptual,2002,RHD Maternal-Fetal Genotype Incompatibility Increases Schizophrenia Susceptibility,biological sciences,,no,medium,8.5
10.1086/345442,https://doi.org/10.1086/342734,success,close extension,2003,Association of Neuregulin 1 with Schizophrenia Confirmed in a Scottish Population,biological sciences,,no,high,8.5
10.1086/374383,https://doi.org/10.1086/341282,success,close experiment,2003,Significant Linkage of Parkinson Disease to Chromosome 2q36-37,biological sciences,,no,high,8.8-base
10.1086/380647,https://doi.org/10.1002/ana.10113,success,close extension,2004,The PARK8 Locus in Autosomal Dominant Parkinsonism: Confirmation of Linkage and Further Delineation of the Disease-Containing Interval,biological sciences,,no,high,8.0
10.1086/423899,https://doi.org/10.1002/ajmg.10519,success,close extension,2004,Replication Study Supports Evidence for Linkage to 9p24 in Obsessive-Compulsive Disorder,biological sciences,,no,high,8.0
10.1086/425588,https://doi.org/10.1016/j.biopsych.2004.05.010,success,conceptual,2004,Family-Based Association Study of Synapsin II and Schizophrenia,biological sciences,,no,high,8.0
10.1086/428387,https://doi.org/10.1086/375655,failure,direct,2005,"No Evidence of Association or Interaction between the IL4RA, IL4, and IL13 Genes in Type 1 Diabetes",biological sciences,,no,high,8.5
10.1086/444510,https://doi.org/10.1212/01.wnl.0000036617.04943.96,inconclusive,close experiment,2005,Genomewide Significant Linkage to Migrainous Headache on Chromosome 5q21,biological sciences,,no,medium,8.5
10.1086/513206,https://doi.org/10.1038/sj.gene.6364120,success,close extension,2007,Admixture Mapping of an Allele Affecting Interleukin 6 Soluble Receptor and Interleukin 6 Levels,biological sciences,,no,high,8.5
10.1086/519221,https://doi.org/10.1016/s0140-6736(02)08273-9,success,close extension,2007,Combining Evidence of Natural Selection with Association Analysis Increases Power to Detect Malaria-Resistance Variants,biological sciences,,no,high,8.5
10.1086/659000,https://doi.org/10.1111/j.1467-9280.2009.02394.x,success,conceptual,2011,How to Make a 29% Increase Look Bigger: The Unit Effect in Option Comparisons,social sciences,,no,high,8.8-base
10.1086/677189,https://doi.org/10.1086/529000,reversal,direct or close,2014,Disease and Development Revisited,social sciences,,partially,,
10.1086/694204,https://doi.org/10.1086/664820,failure,direct or close,2017,Do Powerful Politicians Really Cause Corporate Downsizing?,social sciences,,partially,,
10.1086/694653,https://doi.org/10.1017/s0003055406062083,failure,close extension,2018,Electoral Rules and Partisan Control of Government: A Replication Study,social sciences,,no,high,8.5
10.1086/696277,https://doi.org/10.1257/pol.4.2.1,failure,direct or close,2017,Government Spending Multipliers in Good Times and in Bad: Evidence from US Historical Data,social sciences,,partially,,
10.1089/brain.2017.0573,https://doi.org/10.1016/s1053-8119(03)00349-5,success,direct,2018,Switching Language Modes: Complementary Brain Patterns for Formulaic and Propositional Language,biological sciences,,no,high,8.5
10.1089/cap.2021.0121,https://doi.org/10.1089/cap.2012.0029,success,direct,2022,"Efficacy, Safety, and Tolerability of Flexibly Dosed Ziprasidone in Children and Adolescents with Mania in Bipolar I Disorder: A Randomized Placebo-Controlled Replication Study",biological sciences,,no,high,8.5
10.1089/cyber.2024.0136,https://doi.org/10.1016/j.chb.2023.107973,inconclusive,close extension,2024,Does Online Dating Make Relationships More Successful? Replication and Extension of a Previous Study,social sciences,,no,high,8.1
10.1089/gtmb.2012.0161,https://doi.org/10.1007/s10434-000-0777-3,success,close extension,2013,"Association of
                    <i>Uridine Diphosphate-Glucuronosyltransferase 2B</i>
                    Gene Variants with Serum Glucuronide Levels and Prostate Cancer Risk",biological sciences,,no,high,8.5
10.1089/thy.2005.15.1119,https://doi.org/10.1089/105072502321085234,inconclusive,direct,2005,Association of CD40 Gene Polymorphism (C-1T) with Susceptibility and Phenotype of Graves' Disease,biological sciences,,no,high,8.5
10.1093/abm/kaad072,https://doi.org/10.1007/s12110-014-9204-5,success,close experiment,2024,"The Relationship Between Perceived Uncontrollable Mortality Risk and Health Effort: Replication, Secondary Analysis, and Mini Meta-analysis",social sciences,,no,high,8.1
10.1093/ajcn/31.3.541,https://doi.org/10.1093/ajcn/29.3.305,inconclusive,close extension,1978,"Nutrition and infant behavior: a replication study in the Katmandu Valley, Nepal",biological sciences,,no,high,8.5
10.1093/aje/kwaf120,https://doi.org/10.5665/sleep.3248,failure,close extension,2025,A causal and replication analysis of claims that jet lag affects team sport performance,biological sciences,,no,high,8.5
10.1093/arclin/acaa068.227,https://doi.org/10.1007/s12207-017-9309-3,failure,close extension,2020,A-227 Boston Naming Test as an Embedded Performance Validity Test: A Replication Study,social sciences,,no,high,8.5
10.1093/bja/aeh289,https://doi.org/10.1093/bja/aeh054,success,close extension,2005,Unconscious auditory priming during surgery with propofol and nitrous oxide anaesthesia: a replication,biological sciences,,no,high,8.5
10.1093/bjsw/bcae011,https://doi.org/10.1007/s12144-023-04410-w,success,close extension,2024,Mindfulness-Based Social Work and Self-Care with Social Work Professionals: Replication and Expansion of a Randomised Controlled Trial,social sciences,,no,high,8.1
10.1093/brain/awr007,https://doi.org/10.1038/ng.536,success,close extension,2011,TMEM106B is associated with frontotemporal lobar degeneration in a clinically diagnosed patient cohort,biological sciences,,no,high,8.5
10.1093/carcin/bgq263,https://doi.org/10.1073/pnas.192172299,failure,close extension,2011,Progesterone receptor gene variants and risk of endometrial cancer,biological sciences,,no,high,8.5
10.1093/carcin/bgs218,,success,close extension,2012,Replication of genetic susceptibility loci for testicular germ cell cancer in the Croatian population,biological sciences,,no,high,8.5
10.1093/carcin/bgv130,https://doi.org/10.1016/j.mito.2009.09.004,success,direct,2015,"Peripheral blood mitochondrial DNA copy number, length heteroplasmy and breast cancer risk: a replication study",biological sciences,,no,high,8.0
10.1093/cdn/nzaa058_013,,success,close extension,2020,Interactions Between Sugar-Sweetened Beverage Consumption and Genetic Variants in the ChREBP Locus on Lipoprotein Concentrations in the UK Biobank: A Replication Study,biological sciences,,no,low,8.5
10.1093/cercor/bhab286,https://doi.org/10.1001/jamapsychiatry.2015.0071,success,close extension,2022,Baseline Functional Connectivity in Resting State Networks Associated with Depression and Remission Status after 16 Weeks of Pharmacotherapy: A CAN-BIND Report,biological sciences,,no,high,8.5
10.1093/cercor/bhae107,https://doi.org/10.1371/journal.pone.0078168,success,close experiment,2024,Non-image-forming vision as measured through ipRGC-mediated pupil constriction is not modulated by covert visual attention,social sciences,,no,high,8.5
10.1093/cercor/bhae428,https://doi.org/10.1016/j.neuroimage.2019.116115,success,close extension,2024,Neural dynamics of attentional resource allocation in early visual cortex: emotional scenes produce competitive interactions,biological sciences,,no,high,8.5
10.1093/cercor/bhl072,https://doi.org/10.3758/bf03209251,success,close extension,2007,Neural Basis for Priming of Pop-Out during Visual Search Revealed with fMRI,social sciences,,no,high,8.8-base
10.1093/cercor/bhw260,https://doi.org/10.1073/pnas.0607061104,success,close experiment,2016,Mapping the Multiple Graded Contributions of the Anterior Temporal Lobe Representational Hub to Abstract and Social Concepts: Evidence from Distortion-corrected fMRI,biological sciences,,no,high,8.5
10.1093/cercor/bhx353,https://doi.org/10.1523/jneurosci.3427-13.2014,success,direct or close,2019,Fear Extinction Recall Modulates Human Frontomedial Theta and Amygdala Activity,biological sciences,,yes,,
10.1093/cercor/bhz238,https://doi.org/10.1093/cercor/bhl072,success,close experiment,2020,Temporal Characteristics of Priming of Attention Shifts Are Mirrored by BOLD Response Patterns in the Frontoparietal Attention Network,biological sciences,,no,high,8.5
10.1093/cercor/bhz319,https://doi.org/10.1016/j.cub.2016.03.021,inconclusive,close extension,2020,Minimal Relationship between Local Gyrification and General Cognitive Ability in Humans,biological sciences,,no,high,8.5
10.1093/chemse/bjz072,https://doi.org/10.3758/bf03198958,inconclusive,close extension,2020,Parametric Characterization of a Taste Phenotype in Rats Selectively Bred for High Versus Low Saccharin Intake,biological sciences,,no,medium,8.8-base
10.1093/cje/bel013,https://doi.org/10.1086/341329,inconclusive,direct or close,2006,On data: a case study of the evolution of income inequality across time and across countries,social sciences,,partially,,
10.1093/cje/bet075,https://doi.org/10.1257/aer.100.2.573,reversal,direct or close,2013,Does high public debt consistently stifle economic growth? A critique of Reinhart and Rogoff,social sciences,,partially,,
10.1093/ckj/sfz073,https://doi.org/10.1681/asn.2017030258,success,close extension,2020,Validation of distinct pathogenic patterns in a cohort of membranoproliferative glomerulonephritis patients by cluster analysis,biological sciences,,no,high,8.5
10.1093/deafed/enab032,,success,conceptual,2021,Deaf Children’s ASL Vocabulary and ASL Syntax Knowledge Supports English Knowledge,social sciences,,no,high,8.0
10.1093/eep/dvaf016,https://doi.org/10.1186/s12916-020-01736-1,inconclusive,close experiment,2025,Immediate and durable effects of maternal tobacco consumption on placental DNA methylation: a replication and discovery study,biological sciences,,no,high,8.0
10.1093/emph/eoac007,https://doi.org/10.1093/emph/eow006,inconclusive,close experiment,2022,Strength is negatively associated with depression and accounts for some of the sex difference,social sciences,,no,high,8.5
10.1093/eurheartj/ehn303,https://doi.org/10.1086/491674,inconclusive,close extension,2008,Replication study of 10 genetic polymorphisms associated with coronary heart disease in a specific high-risk population with familial hypercholesterolemia,biological sciences,,no,high,8.0
10.1093/eurpub/ckad160.1453,,inconclusive,close extension,2023,"Evaluation of the impact of the complex intervention ‘10,000 Steps Duesseldorf’: Replication study",biological sciences,,no,low,8.5
10.1093/fampra/cmac147,https://doi.org/10.3399/bjgp16X687985,success,close extension,2023,Validation of a diagnostic prediction tool for colorectal cancer: a case–control replication study,biological sciences,,no,high,8.0
10.1093/gerona/glu166,https://doi.org/10.1093/gerona/glq028,failure,close experiment,2015,GWAS of Longevity in CHARGE Consortium Confirms APOE and FOXO3 Candidacy,biological sciences,,no,high,8.5
10.1093/geronb/gbac167,https://doi.org/10.1037/mot0000159,success,close extension,2023,Cognitive Effort-Based Decision-Making Across Experimental and Daily Life Indices in Younger and Older Adults,social sciences,,no,high,8.5
10.1093/geronb/gbt044,https://doi.org/10.1016/j.neuron.2006.03.036,success,direct or close,2013,Reward-Enhanced Memory in Younger and Older Adults,social sciences,FReD explorer (Feb 2026 import),yes,,
10.1093/geronj/25.4.316,https://doi.org/10.1093/geronj/23.1.9,success,close experiment,1970,A Replication Study of Changes in Short-Term Memory in a Group of Aging Community Residents,social sciences,,no,high,8.5
10.1093/geronj/30.1.73,https://doi.org/10.1093/geronj/28.1.96,success,direct,1975,Voluntary Association Participation and Life Satisfaction: A Replication Note,social sciences,,no,high,8.5
10.1093/geronj/37.6.713,https://doi.org/10.1093/geronj/27.4.511,inconclusive,close experiment,1982,Explicating Activity Theory: A Formal Replication,social sciences,,no,high,8.5
10.1093/geronj/48.1.s28,https://doi.org/10.1093/geronj/46.6.s345,success,close extension,1993,Replication of the Multidimensionality of Activities of Daily Living,social sciences,,no,high,8.5
10.1093/glycob/cwaa053,https://doi.org/10.1371/journal.pgen.1001256,success,close extension,2021,Replication of 15 loci involved in human plasma protein N-glycosylation in 4802 samples from four cohorts,biological sciences,,no,high,8.0
10.1093/hcr/hqaf017,https://doi.org/10.1073/pnas.2019527118,success,conceptual,2026,Overconfidence in ability to discern cancer misinformation: a conceptual replication and extension,social sciences,,no,high,8.5
10.1093/hmg/8.6.1085,https://pubmed.ncbi.nlm.nih.gov/8023856/,reversal,close experiment,1999,The timing of XIST replication: dominance of the domain,biological sciences,,no,high,8.5
10.1093/hmg/ddn340,https://doi.org/10.1016/j.ajhg.2008.01.015,failure,close extension,2008,Lack of replication of association between GIGYF2 variants and Parkinson disease,biological sciences,,no,high,8.5
10.1093/hmg/ddp489,https://doi.org/10.1371/journal.pgen.1000504,success,direct,2010,Replication of the five novel loci for uric acid concentrations and potential mediating mechanisms,biological sciences,,no,high,8.5
10.1093/hmg/ddq411,https://doi.org/10.1086/505915,failure,close experiment,2010,Measurement methods and accuracy in copy number variation: failure to replicate associations of beta-defensin copy number with Crohn's disease,biological sciences,,no,high,8.5
10.1093/hmg/ddu041,https://doi.org/10.1038/ng.1051,inconclusive,close extension,2014,Meta-analysis of loci associated with age at natural menopause in African-American women,biological sciences,,no,high,8.5
10.1093/hmg/ddz101,https://doi.org/10.1093/humrep/dex100,failure,close extension,2019,Evolutionary and functional analysis of RBMY1 gene copy number variation on the human Y chromosome,biological sciences,,no,high,8.5
10.1093/hropen/hoaa047,https://doi.org/10.1093/humrep/dey329,inconclusive,close extension,2020,Does the effectiveness of IUI in couples with unexplained subfertility depend on their prognosis of natural conception? A replication of the H2Oil study,biological sciences,,no,high,8.0
10.1093/humrep/deq058,https://doi.org/10.1007/s00439-005-1326-8,failure,direct,2010,Intermediate sized CGG repeats are not a common cause of idiopathic premature ovarian failure,biological sciences,,no,high,8.5
10.1093/humrep/dev022,https://doi.org/10.1093/humupd/dmu015,inconclusive,direct,2015,Replication and meta-analysis of previous genome-wide association studies confirm vezatin as the locus with the strongest evidence for association with endometriosis,biological sciences,,no,high,8.5
10.1093/humrep/dev081,https://doi.org/10.1016/j.ajhg.2012.04.016,failure,close extension,2015,Lack of replication of four candidate SNPs implicated in human male fertility traits: a large-scale population-based study,biological sciences,,no,high,8.5
10.1093/humrep/dex302,https://doi.org/10.1136/bmj.b4080,failure,close experiment,2017,Immobilization or mobilization after IUI: an RCT,biological sciences,,no,high,8.0
10.1093/ije/4.2.105,,inconclusive,close extension,1975,The Changing Distribution of Disease in Regionville,biological sciences,,no,high,8.5
10.1093/ije/dyae110,https://doi.org/10.1158/1055-9965.epi-11-0403,success,direct,2024,"Disentangling discordant vitamin D associations with prostate cancer incidence and fatality in a large, nested case–control study",biological sciences,,no,high,8.5
10.1093/ije/dyv127,https://doi.org/10.1111/j.1468-0262.2004.00481.x,success,direct,2015,Re-analysis of health and educational impacts of a school-based deworming programme in western Kenya: a pure replication,biological sciences,,no,high,8.5
10.1093/ijl/ecp022,https://doi.org/10.64152/10125/25073,success,close,2009,Electronic dictionary entries with animated pictures: Lookup preferences and word retention,social sciences,"Marsden, Morgan-Short, Thompson & Abugaber (2018), Language Learning 68:2, Appendix S2 anonymised coding sheet; de-anonymised via Appendix S1 reference list | original_url via crossref sim=1.00 y=2000",no,high,l2-marsden2018-v1
10.1093/ijl/ecr002,https://doi.org/10.2307/328786,success,close,2011,Studies on bilingualized dictionaries: The user perspective,social sciences,"Marsden, Morgan-Short, Thompson & Abugaber (2018), Language Learning 68:2, Appendix S2 anonymised coding sheet; de-anonymised via Appendix S1 reference list | original_url via crossref sim=1.00 y=1997",no,high,l2-marsden2018-v1
10.1093/ijnp/pyaa081,https://doi.org/10.1017/s146114571400039x,success,close experiment,2021,Serotonin Transporter Gene Promoter Hypomethylation as a Predictor of Antidepressant Treatment Response in Major Depression: A Replication Study,biological sciences,,no,high,8.0
10.1093/ijnp/pyaa084,https://doi.org/10.1126/science.1137073,success,close experiment,2021,Dopamine D2/3 Receptor Availabilities and Evoked Dopamine Release in Striatum Differentially Predict Impulsivity and Novelty Preference in Roman High- and Low-Avoidance Rats,biological sciences,,no,high,8.5
10.1093/ijnp/pyw033,https://doi.org/10.1038/npp.2009.217,success,close extension,2016,Association of Superoxide Dismutase 2 (<i>SOD2</i>) Genotype with Gray Matter Volume Shrinkage in Chronic Alcohol Users: Replication and Further Evaluation of an Addiction Gene Panel,biological sciences,,no,high,8.5
10.1093/jhered/esn069,https://doi.org/10.1371/journal.pbio.0020416,failure,direct,2008,Failure to Replicate Two Mate Preference QTLs across Multiple Strains of Drosophila pseudoobscura,biological sciences,,no,high,8.5
10.1093/jn/nxaa020,https://doi.org/10.1016/s0140-6736(18)31788-4,failure,close experiment,2020,The EAT-Lancet Commission's Dietary Composition May Not Prevent Noncommunicable Disease Mortality,biological sciences,,no,high,8.5
10.1093/jnci/djv199,https://doi.org/10.1093/jnci/djt309,success,direct,2015,"Circulating Inflammation Markers, Risk of Lung Cancer, and Utility for Risk Stratification",biological sciences,,no,high,8.0
10.1093/milmed/usaa245,https://doi.org/10.7205/milmed-d-15-00475,success,close extension,2021,Post-awakening Cortisol in Explosive Ordnance Disposal Technicians: A Replication Study in a Novel Population,biological sciences,,no,high,8.5
10.1093/molbev/msae042,https://doi.org/10.1093/molbev/msaa302,success,close extension,2024,PlantFUNCO: Integrative Functional Genomics Database Reveals Clues into Duplicates Divergence Evolution,biological sciences,,no,high,8.5
10.1093/molbev/msp314,https://doi.org/10.1038/ng.363,success,close extension,2010,Timing of Replication Is a Determinant of Neutral Substitution Rates but Does Not Explain Slow Y Chromosome Evolution in Rodents,biological sciences,,no,high,8.5
10.1093/ntr/ntr153,https://doi.org/10.1038/sj.tpj.6500464,success,direct,2012,Chromosome 20 Shows Linkage With DSM-IV Nicotine Dependence in Finnish Adult Smokers,biological sciences,,no,high,8.5
10.1093/ntr/nty218,https://doi.org/10.1038/ng.571,success,close extension,2018,Is Brain Derived Neurotrophic Factor (Bdnf) Associated With Smoking Initiation? Replication Using a Large Finnish Population Sample,biological sciences,,no,high,8.5
10.1093/oncolo/oyab021,https://doi.org/10.1001/jama.2015.16984,success,close extension,2022,Physician Perceptions of the FDA’s Breakthrough Therapy Designation: An Update,biological sciences,,no,high,8.5
10.1093/pan/mpi019,https://doi.org/10.1093/oxfordjournals.pan.a004876,success,direct or close,2005,Bias in Conditional and Unconditional Fixed Effects Logit Estimation: A Correction,social sciences,,partially,,
10.1093/psyrad/kkac020,https://doi.org/10.1556/2006.2020.00066,success,close extension,2022,Associations between levels of Internet Gaming Disorder symptoms and striatal morphology–replication and associations with social anxiety,biological sciences,,no,high,8.5
10.1093/ptj/69.12.1099,https://doi.org/10.1093/ptj/68.5.664,failure,direct,1989,Effect of Hand Splints on Stereotypic Hand Behavior of Girls with Rett Syndrome: A Replication Study,biological sciences,,no,high,8.5
10.1093/rfs/hhp018,https://doi.org/10.1162/00335530360535162,failure,direct or close,2009,A Reexamination of Corporate Governance and Equity Prices,social sciences,,partially,,
10.1093/rheumatology/kei008,https://doi.org/10.1038/ng1206,failure,close extension,2005,PADI4 polymorphisms are not associated with rheumatoid arthritis in the Spanish population,biological sciences,,no,high,8.5
10.1093/rheumatology/ker444,https://doi.org/10.1136/ard.2009.108571,inconclusive,close extension,2012,Replication of a microsatellite genome-wide association study of Behcet's disease in a Korean population,biological sciences,,no,high,8.5
10.1093/rheumatology/keu380,https://doi.org/10.1038/nbt.2487,inconclusive,close extension,2014,Differential methylation within the major histocompatibility complex region in rheumatoid arthritis: a replication study,biological sciences,,no,high,8.5
