doi_r,title_r,doi_o,title_o,set,label,mo_titles,mo_dois,old_key,old_model,mo_key,quote,error,confident,reasoning,answer,flag,flag_names_other,alt,flag_conf,alt_is_mo,alt_first_is_mo
10.1002/aur.1857,Genetic background effects in Neuroligin‐3 mutant mice: Minimal behavioral abnormalities on C57 background,10.1126/science.1146221,A Neuroligin-3 Mutation Implicated in Autism Increases Inhibitory Synaptic Transmission in Mice,control,agrees_with_mo,"['A neuroligin-3 mutation implicated in autism increases inhibitory synaptic transmission in mice', 'A neuroligin-3 mutation implicated in autism increases inhibitory synaptic transmission in mice']","['10.1126/science.1146221', '10.1126/science.1146221']",@tabuchi2007,gpt-5.6-luna,@tabuchi2007,"To investigate the origin of the discrepancy, we previously replicated the original findings of Tabuchi et al. by studying the same NL3R451C mutation on a pure 129S2/SvPasCrl genetic background. Here we complete the behavioral characterization of the NL3R451C mutation on a pure C57BL6J genetic background to determine if background genetics play a role in the discrepant behavioral outcomes involving NL3R451C mice.",,True,"The abstract explicitly names the original finding being re-tested: enhanced spatial memory and reduced social interaction in NL3R451C mice cited as Tabuchi et al., Science, 318, 71-76, 2007, which matches @tabuchi2007; jaramillo2014 is the authors' own earlier replication, not the original.",identified:@tabuchi2007,False,False,[],False,False,False
10.1080/02699050600744194,Context-sensitive cognitive-behavioural supports for young children with TBI: A replication study,10.1097/00001199-200301000-00006,Context-Sensitive Behavioral Supports for Young Children with TBI,control,agrees_with_mo,['Context-sensitive behavioral supports for young children with TBI: Short-term effects and long-term outcome'],['10.1097/00001199-200301000-00006'],@feeney2003,gpt-5.6-luna,@feeney2003,To replicate an investigation of the effects of a multi-component cognitive-behavioural intervention on the challenging behaviour of two young children with growing behavioural concerns after TBI.,,True,"The study is a replication of 'Context-sensitive behavioral supports for young children with TBI' by Feeney & Ylvisaker (2003), whose title matches the study title's framing and describes the same multi-component cognitive-behavioural intervention for young children with TBI; no other record matches",identified:@feeney2003,False,False,[],False,False,False
10.1111/jpr.12581,Cultural Generalizability of the False Signaling Theory: A Replication Study Using a Japanese Sample,10.1177/0956797616685771,Why Do We Hate Hypocrites? Evidence for a Theory of False Signaling,control,agrees_with_mo,"['Why do we hate hypocrites? Evidence for a theory of false signaling', 'Why do we hate hypocrites? Evidence for a theory of false signaling']","['10.1177/0956797616685771', '10.1177/0956797616685771']",@jordan2017,gpt-5.6-luna,@jordan2017,"This study replicated two experiments comparing evaluations of hypocrites with those of transgressors and liars (Experiment 1, n = 583) and those of transgressors with those of honest hypocrites (Experiment 2, n = 509) using a Japanese sample.",,True,"The study replicates the false signaling theory experiments on evaluations of hypocrites vs transgressors and liars, which are exactly Jordan et al.'s (2017) two experiments; no other listed record matches this design.",identified:@jordan2017,False,False,[],False,False,False
10.1111/jns.12110,Genetic determinants of chronic oxaliplatin‐induced peripheral neurotoxicity: a genome‐wide study replication and meta‐analysis,10.1002/cncr.26614,"Polymorphic markers associated with severe oxaliplatin‐induced, chronic peripheral neuropathy in colon cancer patients",control,agrees_with_mo,"['Polymorphic markers associated with severe oxaliplatin-induced, chronic peripheral neuropathy in colon cancer patients']",['10.1002/cncr.26614'],@won2011,gpt-5.6-luna,@won2011,We aimed at validating the role of genetic variants identified by a recent genome-wide association study (GWAS) as determinants of chronic oxaliplatin-induced peripheral neurotoxicity (OXAIPN).,,True,"The study aims to validate variants from a recent GWAS of chronic OXAIPN, and @won2011 is the only genome-wide association study of oxaliplatin-induced peripheral neuropathy on the list; the other oxaliplatin pharmacogenetic papers are candidate-gene or clinical studies, not the GWAS whose findings ",identified:@won2011,False,False,[],False,False,False
10.1186/s13148-022-01296-6,"Maternal epigenetic clocks measured during pregnancy do not predict gestational age at delivery or offspring birth outcomes: a replication study in metropolitan Cebu, Philippines",10.1186/s13148-020-00909-2,Epigenetic age and pregnancy outcomes: GrimAge acceleration is associated with shorter gestational length and lower birthweight,control,agrees_with_mo,['Epigenetic age and pregnancy outcomes: GrimAge acceleration is associated with shorter gestational length and lower birthweight'],['10.1186/s13148-020-00909-2'],@ross2020,gpt-5.6-luna,@ross2020,"Here, we attempt to replicate a series of analyses previously reported in a US-based sample, using a larger similarly aged sample (n = 296) of participants of a long-running study in the Philippines.",,True,"The study replicates analyses of maternal epigenetic clocks predicting gestational age and birthweight 'previously reported in a US-based sample'; Ross et al. 2020 examined epigenetic age (including GrimAge) and pregnancy outcomes (gestational length, birthweight) in a US sample, matching exactly, w",identified:@ross2020,False,False,[],False,False,False
10.1177/074823370001600604,The neurotoxic etiology of the autistic spectrum disorders: a replication study,10.1177/074823379801400603,Autism: Xenobiotic Influences,control,agrees_with_mo,['Autism: xenobiotic influences'],['10.1177/074823379801400603'],@edelson1998,gpt-5.6-luna,@edelson1998,This current study examined an independent sample of 39 autistic individuals and was able to replicate the general findings of Edelson and Cantor.,,True,"The study explicitly states it replicates the general findings of Edelson and Cantor, cited as 'Autism: xenobiotic influences, Toxicol Ind Health 1998', which matches @edelson1998 exactly; no other record fits.",identified:@edelson1998,False,False,[],False,False,False
10.1080/19439342.2019.1679860,Improving well-being through mobile money: a replication study in Niger,10.1086/687578,Payment Mechanisms and Antipoverty Programs: Evidence from a Mobile Money Cash Transfer Experiment in Niger,control,agrees_with_mo,['Payment Mechanisms and Antipoverty Programs: Evidence from a Mobile Money Cash Transfer Experiment in Niger'],['10.1086/687578'],@aker2016,gpt-5.4-mini,@aker2016,"An experimental study suggests that the use of mobile money, Zap delivery, might improve intra-household socio-economic dynamics on Niger. Our replication study evaluates the impact of Zap delivery in contrast to more traditional delivery mechanism.",,True,"The study replicates an experimental Zap mobile money cash transfer study in Niger; Aker, Boumnijel et al. (2016) is exactly that experiment (mobile money vs cash in the Niger Zap program), and no other listed record matches.",identified:@aker2016,False,False,[],False,False,False
10.1038/s41598-020-57613-7,How odor cues help to optimize learning during sleep in a real life-setting,10.1126/science.1138581,Odor Cues During Slow-Wave Sleep Prompt Declarative Memory Consolidation,control,agrees_with_mo,['Odor cues during slow-wave sleep prompt declarative memory consolidation'],['10.1126/science.1138581'],@rasch2007,gpt-5.6-luna,@rasch2007,"The current study extends previous research in three aspects to test for optimization and practical applicability of this cueing effect: We (1) performed a field study of vocabulary-learning in a regular school setting, (2) stimulated with odor cues during the whole night without sleep monitoring, and (3) applied the odor additionally as retrieval cue in a subsequent test.",,True,"The study replicates odor cueing during learning and slow-wave sleep and explicitly compares its whole-night continuous cueing to 'a study with selective cueing in specific sleep stages', which is exactly the Rasch et al. 2007 Science finding (odor cues during SWS prompt declarative/vocabulary memor",identified:@rasch2007,False,False,[],False,False,False
10.1002/ar.1091570205,A double replication of a “small‐sample” study of the sexual behavior of DBA/2J male mice,10.1163/156853962x00087,Sexual Behavior in Three Inbred Strains of Mice,control,agrees_with_mo,"['Sexual behavior in three inbred strains of mice', 'Sexual behavior in three inbred strains of mice']","['10.1163/156853962x00087', '10.1163/156853962x00087']",@mcgill1962,gpt-5.6-luna,@mcgill1962,"Furthermore, substitution of the data resulting from either replication for the data of the DBA/2J males of the original study did not result in any changes as regards significant differences in sexual behavior among DBA/2J, C57BL, and BALB/c male mice.",,True,"The study replicates the original study of sexual behavior in DBA/2J, C57BL, and BALB/c male mice, which matches McGill (1962)'s study of sexual behavior in three inbred strains of mice; the other two references are statistics books.",identified:@mcgill1962,False,False,[],False,False,False
10.1145/2676467.2676484,Replicating a study of collaborative use of mobile phones for photo sharing in a different cultural context,10.1145/1978942.1979201,Pass-them-around,control,agrees_with_mo,['Pass-them-around: collaborative use of mobile phones for photo sharing'],['10.1145/1978942.1979201'],@lucero2011,gpt-5.6-luna,,"In this paper, we replicate a study of collaborative mobile phone use to share personal photos in groups of collocated people.",,True,"The study replicates 'Pass-them-around' (Lucero et al. 2011), a study of collaborative mobile phone use for sharing photos among collocated people; @lucero2013 is a later paper on mobile collocated interactions, not the original whose findings are re-tested.",identified:@lucero2011,False,False,[],False,False,False
10.1080/00220388.2018.1506580,"Evidence of Behavioural Compensation in Internal Replication Study of Male Circumcision Trial to Reduce HIV Acquisition in Kisumu, Kenya",10.1016/s0140-6736(07)60312-2,"Male circumcision for HIV prevention in young men in Kisumu, Kenya: a randomised controlled trial",control,agrees_with_mo,"['Male circumcision for HIV prevention in young men in Kisumu, Kenya: a randomised controlled trial']",['10.1016/s0140-6736(07)60312-2'],@bailey2007,gpt-5.6-luna,@bailey2007,"We replicated the study ‘Male circumcision for HIV prevention in young men in Kisumu, Kenya: a randomised controlled trial’ using an epidemiological approach as well as an econometric approach.",,True,"The study names its target verbatim: 'Male circumcision for HIV prevention in young men in Kisumu, Kenya: a randomised controlled trial', which matches @bailey2007 exactly (Kisumu trial, 60% protective effect). Other records are the Rakai trial, ANRS trial, or related risk-compensation papers, not t",identified:@bailey2007,False,False,[],False,False,False
10.1002/ece3.71556,Non‐Native Herpetofauna Continue to Proliferate in the World's Most Invaded Herpetofauna Community,10.1007/s10530-019-01934-w,Non-native species dominate herpetofaunal community patterns in both native and non-native habitat patches in urban Miami-Dade County,control,agrees_with_mo,['Non-native species dominate herpetofaunal community patterns in both native and non-native habitat patches in urban Miami-Dade County'],['10.1007/s10530-019-01934-w'],@clements2019,gpt-5.6-luna,@clements2019,"Surveys conducted in Miami‐Dade County in 2017 demonstrated that non‐native species already dominated both natural and anthropogenic parks and provided a baseline to examine dynamic changes in the community. In 2022, we replicated the surveys from 2017 at the same 30 sites.",,True,"The study replicates 2017 surveys at 30 Miami-Dade parks showing non-natives dominating both natural and anthropogenic habitats — exactly Clements, Catania et al. (2019), 'Non-native species dominate herpetofaunal community patterns in both native and non-native habitat patches in urban Miami-Dade C",identified:@clements2019,False,False,[],False,False,False
10.1177/027347538901100307,Test Item Arrangement and Student Performance in Principles of Marketing Examination: A Replication Study,10.1177/027347538600800306,Unconscious Biasing of Student Examination Scores: A Case of Sequential versus Random Information Retrieval,control,agrees_with_mo,['Unconscious biasing of student examination scores: a case of sequential versus random information retrieval'],['10.1177/027347538600800306'],@pettit1986,gpt-5.6-luna,@pettit1986,It replicates previous research that explored the effect of question sequencing on exam performance of marketing students as it related to memory factors.,,True,"The study replicates research on question sequencing effects on marketing students' exam performance; Pettit et al. (1986) 'Unconscious Biasing of Student Examination Scores: Sequential versus Random Information Retrieval' uniquely matches this description (memory/retrieval factors, exam scores, bia",identified:@pettit1986,False,False,[],False,False,False
10.1210/jc.2009-0931,Independent Confirmation of Association between Metabolic Phenotypes of Polycystic Ovary Syndrome and Variation in the Type 6 17β-Hydroxysteroid Dehydrogenase Gene,10.1016/j.fertnstert.2006.04.027,Polymorphism in HSD17B6 is associated with key features of polycystic ovary syndrome,control,agrees_with_mo,"['Polymorphism in HSD17B6 is associated with key features of polycystic ovary syndrome', 'Polymorphism in HSD17B6 is associated with key features of polycystic ovary syndrome']","['10.1016/j.fertnstert.2006.04.027', '10.1016/j.fertnstert.2006.04.027']",@jones2006,gpt-5.6-luna,@jones2006,Our objective was to replicate association between polymorphisms in HSD17B6 and PCOS in a well-characterized replication cohort.,,True,"The abstract says a 'Previous genetic study of HSD17B6 reported significant association of rs898611 with PCOS risk and metabolic phenotypes,' which this study aims to replicate; @jones2006 is the HSD17B6 polymorphism association paper in PCOS, and no other record fits that description.",identified:@jones2006,False,False,[],False,False,False
10.1080/09658211.2016.1189941,Assessing autobiographical memory: the web-based autobiographical Implicit Association Test,10.1111/j.1467-9280.2008.02156.x,How to Accurately Detect Autobiographical Events,control,agrees_with_mo,"['How to accurately detect autobiographical events', 'How to accurately detect autobiographical events']","['10.1111/j.1467-9280.2008.02156.x', '10.1111/j.1467-9280.2008.02156.x']",@sartori2008,gpt-5.6-luna,@sartori2008,"Experiment 1 (n = 522) is a web-based replication study of the first published aIAT study [Sartori, G., Agosta, S., Zogmaister, C., Ferrara, S. D., & Castiello, U. (2008). How to accurately detect autobiographical events. Psychological Science, 19, 772-780. doi: 10.1111/j.1467-9280.2008.02156.x ; Experiment 1].",,True,"The study explicitly calls Experiment 1 a web-based replication of 'the first published aIAT study', Sartori et al. (2008), Experiment 1, which matches @sartori2008; other aIAT papers on the list are later works, not the target.",identified:@sartori2008,False,False,[],False,False,False
10.1371/journal.pone.0137499,When Science Replaces Religion: Science as a Secular Authority Bolsters Moral Sensitivity,10.1371/journal.pone.0057989,Does “Science” Make You Moral? The Effects of Priming Science on Moral Judgments and Behavior,control,agrees_with_mo,"['Does ""science"" make you moral? The effects of priming science on moral judgments and behavior', 'Does ""science"" make you moral? The effects of priming science on moral judgments and behavior', 'Does ""science"" make you moral? The effects of priming science on moral judgments and behavior']","['10.1371/journal.pone.0057989', '10.1371/journal.pone.0057989', '10.1371/journal.pone.0057989']",@makellams2013,gpt-5.6-luna,@makellams2013,"However, it was recently demonstrated that, on the contrary, science priming increases moral sensitivity as well. The present set of studies sought to replicate this effect and test two explanations for it.",,True,"The study says it replicates the recent finding that science priming increases moral sensitivity/judgments and behavior, which is exactly Ma-Kellams & Blascovich (2013) 'Does ""Science"" Make You Moral?'; no other listed record reports that finding.",identified:@makellams2013,False,False,[],False,False,False
10.1002/jae.2782,Replicating the Levitt and Porter estimates of drunk driving,10.1086/323281,How Dangerous Are Drinking Drivers?,control,agrees_with_mo,['How dangerous are drinking drivers?'],['10.1086/323281'],@levitt2001,gpt-5.6-luna,@levitt2001,"Levitt and Porter ( Journal of Political Economy , 2001, 109 (6), 1198–1237) demonstrate how these can be recovered using publicly available information in the Fatality Analysis Reporting System (FARS). Although robust to systematic misreporting and sample selection and far cheaper to implement than surveys, their methodological innovations are largely ignored. We believe this arises partly from difficulty in replicating their results.",,True,"The study's title says it replicates the Levitt and Porter estimates, and the cited passage names Levitt and Porter (Journal of Political Economy, 2001, 109(6), 1198–1237), matching @levitt2001 exactly; no other record fits.",identified:@levitt2001,False,False,[],False,False,False
10.1038/s41598-020-67455-y,Three visual working memory representations simultaneously control attention,10.1038/s41598-017-05865-1,Two visual working memory representations simultaneously control attention,control,agrees_with_mo,['Two visual working memory representations simultaneously control attention'],['10.1038/s41598-017-05865-1'],@chen2017,gpt-5.6-luna,@chen2017,"However, recent findings provided evidence that not one, but two visual working memory representations can capture attention and interfere with concurrent visual search. We successfully replicate these findings, and further test whether the capacity of visual working memory during visual search extends to not two, but three representations that influence attention directly.",,True,"The study says it replicates recent findings that two working memory representations can control attention; Chen & Du (2017), titled 'Two visual working memory representations simultaneously control attention', matches this exact finding and title pattern, while Beck et al. (2012) is the earlier old",identified:@chen2017,False,False,[],False,False,False
10.1016/s0006-3223(98)00143-7,A replication study of violent and nonviolent subjects: cerebrospinal fluid metabolites of serotonin and dopamine are predicted by plasma essential fatty acids,10.1016/s0006-3223(98)00141-3,"Essential fatty acids predict metabolites of serotonin and dopamine in cerebrospinal fluid among healthy control subjects, and early- and late-onset alcoholics",control,agrees_with_mo,"['Essential fatty acids predict metabolites of serotonin and dopamine in cerebrospinal fluid among healthy control subjects, and early- and late-onset alcoholics']",['10.1016/s0006-3223(98)00141-3'],@hibbeln1998,gpt-5.6-luna,@hibbeln1998,"Among an independent group of subjects selected for their history of violent, impulsive behaviors and nonviolent control subjects, we attempted to replicate the finding that plasma docosahexaenoic acid concentrations were negatively correlated with cerebrospinal fluid 5-hydroxyindoleacetic acid (CSF 5-HIAA) concentrations.",,True,"The study re-tests the finding that plasma DHA is negatively correlated with CSF 5-HIAA; hibbeln1998 (Hibbeln et al., 1998) is the published study reporting exactly that finding — essential fatty acids predicting serotonin and dopamine metabolites in CSF among alcoholics and controls. Other list ent",identified:@hibbeln1998,False,False,[],False,False,False
10.1016/j.cortex.2018.05.013,Reaffirming the link between chronic phantom limb pain and maintained missing hand representation,10.1038/ncomms2571,Phantom pain is associated with preserved structure and function in the former hand area,control,agrees_with_mo,['Phantom pain is associated with preserved structure and function in the former hand area'],['10.1038/ncomms2571'],@makin2013,gpt-5.6-luna,@makin2013,"In the current study, we replicate our previous results by showing that chronic PLP correlates with maintained representation of the missing hand in the primary sensorimotor missing hand cortex.",,True,"The study states it replicates 'our previous results' that chronic PLP correlates with maintained missing-hand representation in primary sensorimotor cortex — this matches Makin, Scholz et al. (2013) 'Phantom pain is associated with preserved structure and function in the former hand area', by the s",identified:@makin2013,False,False,[],False,False,False
10.15195/v2.a20,The Missing Main Effect of Welfare State Regimes: A Replication of ‘Social Policy Responsiveness in Developed Democracies’ by Brooks and Manza,10.1177/000312240607100306,Social Policy Responsiveness in Developed Democracies,control,agrees_with_mo,['Social Policy Responsiveness in Developed Democracies'],['10.1177/000312240607100306'],@brooks2006,gpt-5.6-luna,@brooks2006,This article reports the results of a replication of Brooks and Manza's Social Policy Responsiveness in Developed Democracies published in 2006 in the American Sociological Review.,,True,"The abstract explicitly names the replicated work: Brooks and Manza's 'Social Policy Responsiveness in Developed Democracies' (2006, ASR), matching @brooks2006 exactly; other Brooks-Manza entries are different titles.",identified:@brooks2006,False,False,[],False,False,False
10.1038/s41398-024-02824-z,Decreased telomere length in a subgroup of young individuals with bipolar disorders: replication in the FACE-BD cohort and association with the shelterin component POT1,10.1038/s41398-022-01891-4,Telomere length and mitochondrial DNA copy number in bipolar disorder: identification of a subgroup of young individuals with accelerated cellular aging,control,agrees_with_mo,['Telomere length and mitochondrial DNA copy number in bipolar disorder: identification of a subgroup of young individuals with accelerated cellular aging'],['10.1038/s41398-022-01891-4'],@spano2022,gpt-5.6-luna,@spano2022,The aims of the present study were to replicate this observation in a larger sample,,True,The study says it 'recently identified a subgroup of young individuals with prematurely shortened TL' and aims to replicate that observation; @spano2022 (Telomere length and mitochondrial DNA copy number in bipolar disorder: identification of a subgroup of young individuals with accelerated cellular,identified:@spano2022,False,False,[],False,False,False
10.1111/j.1752-0606.2009.00164.x,The Effectiveness of couple therapy in Germany: A Replication Study,10.1037/0893-3200.11.4.410-421,The effectiveness of marital counseling in Germany: A contribution to health services research.,control,agrees_with_mo,['The effectiveness of marital counseling in Germany: A contribution to health services research'],['10.1037/0893-3200.11.4.410-421'],@hahlweg1997,gpt-5.6-luna,@hahlweg1997,The purpose of the current investigation was to replicate their earlier findings in a similar setting with identical measures.,,True,"The abstract explicitly names the study being replicated: Hahlweg and Klann's 1997 effectiveness study of couple therapy in German and Austrian marital counseling agencies, which matches @hahlweg1997 exactly.",identified:@hahlweg1997,False,False,[],False,False,False
10.1101/2023.08.16.553472,Replication and Refinement of Brain Age Model for adolescent development,10.1109/embc46164.2021.9631007,Multimodal Brain Age Prediction with Feature Selection and Comparison,control,agrees_with_mo,['Multimodal brain age prediction with feature selection and comparison'],['10.1109/embc46164.2021.9631007'],@ray2021,gpt-5.6-luna,@ray2021,"Our recent study has demonstrated that conventional machine learning models can achieve high accuracy on brain age prediction during development using only a small set of selected features from multimodal brain imaging data. In the current study, we tested the replicability of various brain age models on the Adolescent Brain Cognitive Development (ABCD) cohort.",,True,"The study calls its target 'our recent study' demonstrating high-accuracy brain age prediction during development 'using only a small set of selected features from multimodal brain imaging data', which matches @ray2021 (Multimodal Brain Age Prediction with Feature Selection and Comparison, same Lian",identified:@ray2021,False,False,[],False,False,False
10.1177/03057356211031663,Small music ensemble and empathy: A replication study in a South Korean music student sample,10.1177/0305735619887226,The relationship between small music ensemble experience and empathy skill: A survey study,control,agrees_with_mo,['The relationship between small music ensemble experience and empathy skill: A survey study'],['10.1177/0305735619887226'],@cho2019,gpt-5.6-luna,@cho2019,This study aimed to replicate the initial study using the identical survey questionnaire in a college music student population in South Korea ( N = 183).,,True,"The study says it replicates the 'initial study' on small music ensemble experience and empathy among US college music students; @cho2019 (Eun Cho, 2019, 'The relationship between small music ensemble experience and empathy skill: A survey study') matches exactly.",identified:@cho2019,False,False,[],False,False,False
10.1371/journal.pone.0091690,Functional Gene Group Analysis Indicates No Role for Heterotrimeric G Proteins in Cognitive Ability,10.1016/j.ajhg.2009.12.006,Functional Gene Group Analysis Reveals a Role of Synaptic Heterotrimeric G Proteins in Cognitive Ability,control,agrees_with_mo,['Functional gene group analysis reveals a role of synaptic heterotrimeric G proteins in cognitive ability'],['10.1016/j.ajhg.2009.12.006'],@ruano2010,gpt-5.6-luna,@ruano2010,"Previous functional gene group analyses implicated common single nucleotide polymorphisms (SNPs) in heterotrimeric G protein coding genes as being associated with differences in human intelligence. Here, we sought to replicate this finding using five independent cohorts of older adults including current IQ and childhood IQ, and using both gene- and SNP-based analytic strategies.",,True,"The study replicates a prior functional gene group analysis implicating heterotrimeric G proteins in cognitive ability; @ruano2010 is exactly that paper ('Functional Gene Group Analysis Reveals a Role of Synaptic Heterotrimeric G Proteins in Cognitive Ability'), and no other record matches.",identified:@ruano2010,False,False,[],False,False,False
10.1016/j.dib.2021.107595,"Replication dataset: the effect of compassion, biological sex, and gender identity threat on jerky choice",10.1016/j.appet.2021.105654,The taste of compassion: Influencing meat attitudes with interhuman and interspecies moral appeals,control,agrees_with_mo,['The taste of compassion: influencing meat attitudes with interhuman and interspecies moral appeals'],['10.1016/j.appet.2021.105654'],@pohlmann2021,gpt-5.6-luna,@pohlmann2021,"The data provided with this article were collected online from 1,350 participants to conduct a replication of study 1 in ""The taste of compassion: Influencing meat attitudes with interhuman and interspecies moral appeals"" [5].",,True,"The study explicitly states it replicates study 1 of 'The taste of compassion: Influencing meat attitudes with interhuman and interspecies moral appeals', which is @pohlmann2021; the other Pohlmann records are a companion paper and a dataset, not the named original.",identified:@pohlmann2021,False,False,[],False,False,False
10.1080/1612197x.2019.1637362,Enhanced expectancies in golf putting – a replication study with increased ecological validity,10.1016/j.psychsport.2018.10.003,Enhanced or diminished expectancies in golf putting – Which actually affects performance?,control,agrees_with_mo,['Enhanced or diminished expectancies in golf putting - which actually affects performance?'],['10.1016/j.psychsport.2018.10.003'],@ziv2018,gpt-5.4-mini,@ziv2018,"our aim was not only to replicate a previous study (Ziv, G., Ochayon, M., & Lidor, R. 2019. Enhanced or diminished expectancies in golf putting – Which actually affects performance? Psychology of Sport and Exercise, 40, 82–86)",,True,"The study explicitly states it replicates Ziv, Ochayon & Lidor's 'Enhanced or diminished expectancies in golf putting – Which actually affects performance?'; the only matching record on the list is @ziv2018 (same authors and title, year variant). No other record shares the title/finding.",identified:@ziv2018,False,False,[],False,False,False
10.1590/1516-3180.2017.0015240217,Age at first childbirth and newly diagnosed diabetes among postmenopausal women: a cross-sectional analysis of the Brazilian Longitudinal Study of Adult Health (ELSA-Brasil),10.2337/dc13-1784,Impact of Age at First Childbirth on Glucose Tolerance Status in Postmenopausal Women: The 2008–2011 Korean National Health and Nutrition Examination Survey,control,agrees_with_mo,['Impact of age at first childbirth on glucose tolerance status in postmenopausal women: the 2008-2011 Korean National Health and Nutrition Examination Survey'],['10.2337/dc13-1784'],@kim2013,gpt-5.6-luna,@kim2013,"It has been reported that earlier age at first childbirth may increase the risk of adult-onset diabetes among postmenopausal women, a novel finding with important public health implications. To date, however, no known studies have attempted to replicate this finding. We aimed to test the hypothesis that age at first childbirth is associated with the risk of adult-onset diabetes among postmenopausal women.",,True,"The study re-tests the reported novel finding that earlier age at first childbirth increases diabetes risk in postmenopausal women; @kim2013 is exactly that study (age at first childbirth and glucose tolerance in postmenopausal women), while other records concern ELSA-Brasil design or related but di",identified:@kim2013,False,False,[],False,False,False
10.1159/000117595,Application of Cluster Analysis in the Classification of Depression,10.1192/bjp.118.544.275,Classification of Depressed Patients: A Cluster Analysis Derived Grouping,control,agrees_with_mo,['Classification of depressed patients: a cluster analysis derived grouping'],['10.1192/bjp.118.544.275'],@paykel1971,gpt-5.6-luna,@paykel1971,This paper reports a replication study of a four-group cluster-analytic typology of depressed patients.,,True,"The study replicates a four-group cluster-analytic typology of depressed patients, which is exactly the grouping derived in Paykel (1971) 'Classification of Depressed Patients: A Cluster Analysis Derived Grouping'; the other Paykel papers are follow-ups on treatment response or correlates, not the o",identified:@paykel1971,False,False,[],False,False,False
10.1111/j.1469-8986.2005.00367.x,The latent state‐trait structure of resting EEG asymmetry: Replication and extension,10.1037/0022-3514.82.4.619,Does resting electroencephalograph asymmetry reflect a trait? An application of latent state-trait theory.,control,agrees_with_mo,['Does resting EEG asymmetry reflect a trait? An application of latent state-trait theory'],['10.1037/0022-3514.82.4.619'],@hagemann2002,gpt-5.6-luna,,These data replicate previous findings and substantiate that resting asymmetry has trait and state properties.,,True,"The study tests and replicates the hypothesis that resting EEG asymmetry has trait and state properties using latent state-trit models — exactly the design and finding of Hagemann et al. (2002), 'Does resting electroencephalograph asymmetry reflect a trait? An application of latent state-trait theor",identified:@hagemann2002,False,False,[],False,False,False
10.1017/s1355617722000698,Lower prospective memory is associated with higher neurocognitive dispersion in two samples of people with HIV: A conceptual replication study,10.1080/13803395.2018.1432571,Intraindividual variability in neurocognitive performance is associated with time-based prospective memory in older adults,control,agrees_with_mo,['Intraindividual variability in neurocognitive performance is associated with time-based prospective memory in older adults'],['10.1080/13803395.2018.1432571'],@sullivan2018,gpt-5.6-luna,@sullivan2018,"Extending prior work in healthy adults, these findings suggest that variability in performance across a cognitive battery contributes to laboratory-based PM accuracy, but not perceived PM symptoms, among PLWH.",,False,The study says it conceptually replicates and extends 'prior work in healthy adults' linking neurocognitive dispersion (IIV) to time-based prospective memory; Sullivan et al. (2018) is that finding — IIV in neurocognitive performance associated with time-based PM in older (healthy) adults — and no o,identified:@sullivan2018,False,False,[],False,False,False
10.1007/s10071-019-01254-5,"Developmental history, energetic state and choice impulsivity in European starlings, Sturnus vulgaris",10.1098/rspb.2014.2140,Developmental telomere attrition predicts impulsive decision-making in adult starlings,control,agrees_with_mo,"['Developmental telomere attrition predicts impulsive decision-making in adult starlings', 'Developmental telomere attrition predicts impulsive decision-making in adult starlings']","['10.1098/rspb.2014.2140', '10.1098/rspb.2014.2140']",@bateson2014,gpt-5.6-luna,@bateson2014,"In European starlings (Sturnus vulgaris), a previous study found that birds that were lighter for their skeletal size, and birds that had undergone greater shortening of erythrocyte telomeres over the course of development, were more impulsive as adults. Here, we studied the impulsivity of a separate cohort of 29 starlings hand-reared under different combinations of food amount and begging effort. We did not replicate the results of the previous study concerning developmental telomere attrition",,True,"The study re-tests the finding that lighter-for-size birds with greater developmental telomere attrition were more impulsive in adult starlings, which is exactly @bateson2014 'Developmental telomere attrition predicts impulsive decision-making in adult starlings'; other starling papers on the list t",identified:@bateson2014,False,False,[],False,False,False
10.1097/md.0000000000011865,Contributions of rare coding variants in hypotension syndrome genes to population blood pressure variation,10.1038/ng.118,Rare independent mutations in renal salt handling genes contribute to blood pressure variation,control,agrees_with_mo,['Rare independent mutations in renal salt handling genes contribute to blood pressure variation'],['10.1038/ng.118'],@ji2008,gpt-5.6-luna,@ji2008,"The present study focuses on replicating the analyses completed by Ji et al to identify effects of rare variants in the population-based Atherosclerosis Risk in Communities (ARIC) study. We attempted to replicate the findings by Ji et al by applying their criteria to identify putative loss-of-function variants with allele frequency <0.001 and complete conservation across a set of orthologs, to exome sequencing data from 7444 European ancestry participants of the ARIC study.",,True,"The study explicitly says it replicates the analyses and findings of Ji et al (2008) on rare loss-of-function variants in SLC12A3, SLC12A1, and KCNJ1 in Framingham; @ji2008 matches exactly and no other record does.",identified:@ji2008,False,False,[],False,False,False
